gene_id	gene_symbol	baseline_expression	true_log2_fold_change	is_differential	batch_log2_shift	gene_sets
ENSG00000001962	ANAPC513	84.56	0.0	0	0.8453	EPITHELIAL_MESENCHYMAL_TRANSITION;RIBOSOME_BIOGENESIS
ENSG00000001963	PPP2R577	68.85	0.0	0	0.3143	ESTROGEN_RESPONSE;PROTEIN_SECRETION
ENSG00000001964	PXN267	3.97	0.0	0	-0.5685	CHOLESTEROL_HOMEOSTASIS
ENSG00000001965	TOMM319	1443.02	0.0	0	0.6848	
ENSG00000001966	H2AF8	173.87	0.0	0	-0.0429	
ENSG00000001967	CYP323	15.16	0.0	0	-0.0045	TGF_BETA_SIGNALING
ENSG00000001968	ARF898	31.58	0.0	0	-0.7965	ESTROGEN_RESPONSE
ENSG00000001969	ARF594	2.1	0.0	0	0.6364	
ENSG00000001970	COL3A1	51.19	0.0	0	0.7476	
ENSG00000001971	CACN544	153.05	0.0	0	-0.0033	
ENSG00000001972	USP259	26.91	0.0	0	0.1501	EXTRACELLULAR_MATRIX_ORGANIZATION;PROTEIN_SECRETION
ENSG00000001973	BRD102	15.49	0.0	0	-0.1146	
ENSG00000001974	SKP579	24.97	0.0	0	0.1494	
ENSG00000001975	SEC210	11.04	0.0	0	0.6071	
ENSG00000001976	SLC797	17.74	0.0	0	-0.9039	MYOGENESIS
ENSG00000001977	TOMM482	0.55	0.0	0	-0.7742	
ENSG00000001978	TLN140	2.8	0.0	0	0.2602	
ENSG00000001979	ZNF437	157.38	0.0	0	-0.679	PROTEIN_SECRETION
ENSG00000001980	ACTN119	31.65	0.0	0	0.7852	
ENSG00000001981	ATAD674	9.98	0.0	0	0.0913	
ENSG00000001982	ARID235	89.92	0.0	0	-0.9046	HYPOXIA
ENSG00000001983	EIF742	32.44	0.0	0	0.6346	INFLAMMATORY_RESPONSE
ENSG00000001984	HTR833	24.84	0.0	0	-0.5516	P53_SIGNALING
ENSG00000001985	RPL240	19.79	0.0	0	0.0602	TNFA_SIGNALING_VIA_NFKB;MAPK_SIGNALING
ENSG00000001986	PXN173	3.87	0.0	0	0.0054	
ENSG00000001987	ACTN164	13.0	0.0	0	0.8066	HYPOXIA
ENSG00000001988	H2AF578	62.42	0.0	0	-0.2121	HYPOXIA
ENSG00000001989	SCN160	1.47	0.0	0	0.2471	INTERFERON_ALPHA_RESPONSE;MAPK_SIGNALING
ENSG00000001990	GABR93	22.69	0.0	0	-0.0281	
ENSG00000001991	KRT429	121.55	0.0	0	0.9768	ANDROGEN_RESPONSE;ADIPOGENESIS
ENSG00000001992	RPS302	19.21	0.0	0	-0.3884	
ENSG00000001993	RAB187	125.73	0.0	0	1.1243	OXIDATIVE_PHOSPHORYLATION
ENSG00000001994	PPP1R78	4.33	0.0	0	-0.15	TNFA_SIGNALING_VIA_NFKB
ENSG00000001995	KCN314	11.19	0.0	0	0.6927	CELL_CYCLE_G2M_CHECKPOINT
ENSG00000001996	ACTN537	10.45	0.0	0	0.252	
ENSG00000001997	VPS183	116.25	0.0	0	1.085	ESTROGEN_RESPONSE
ENSG00000001998	GRIN401	17.26	0.0	0	-0.8668	INTERFERON_ALPHA_RESPONSE
ENSG00000001999	COL547	5.72	0.0	0	-0.235	
ENSG00000002000	GABR521	317.54	0.0	0	0.8031	PI3K_AKT_MTOR_SIGNALING
ENSG00000002001	UGT320	217.45	0.0	0	-0.3207	
ENSG00000002002	TIMM365	60.03	0.0	0	0.7379	FATTY_ACID_METABOLISM;EPITHELIAL_MESENCHYMAL_TRANSITION
ENSG00000002003	TLN276	27.76	0.0	0	-0.0762	PROTEIN_SECRETION
ENSG00000002004	ABC486	46.39	0.0	0	-1.0135	INTERFERON_ALPHA_RESPONSE
ENSG00000002005	SKP676	2.93	0.0	0	0.8248	
ENSG00000002006	ZNF372	12.63	0.0	0	-0.3127	
ENSG00000002007	ABC541	124.26	0.0	0	1.1366	GLYCOLYSIS
ENSG00000002008	ADRB265	94.3	0.0	0	-0.2677	
ENSG00000002009	VPS777	0.28	0.0	0	-0.3372	
ENSG00000002010	CACN167	1.99	0.0	0	-0.4345	PI3K_AKT_MTOR_SIGNALING;XENOBIOTIC_METABOLISM
ENSG00000002011	PXN331	78.53	0.0	0	0.0613	
ENSG00000002012	ACTN456	18.12	0.0	0	0.438	APOPTOSIS;INTERFERON_ALPHA_RESPONSE
ENSG00000002013	TET277	430.06	0.0	0	-0.5564	
ENSG00000002014	SLC452	1.82	0.0	0	-2.135	NOTCH_SIGNALING;PEROXISOME
ENSG00000002015	KDM2	35.93	0.0	0	0.8286	CELL_CYCLE_G2M_CHECKPOINT
ENSG00000002016	HIF1A	10.01	0.0	0	0.6239	AUTOPHAGY
ENSG00000002017	GRIN643	1.85	0.0	0	1.0564	NOTCH_SIGNALING
ENSG00000002018	HDAC25	425.55	0.0	0	-0.3409	HYPOXIA;ADIPOGENESIS
ENSG00000002019	RNF247	1.35	0.0	0	0.3972	ANGIOGENESIS;TGF_BETA_SIGNALING
ENSG00000002020	TOMM614	4.12	0.0	0	-1.418	SPERMATOGENESIS
ENSG00000002021	ABC111	5.37	0.0	0	0.0576	
ENSG00000002022	CDC603	106.36	0.0	0	0.5919	TGF_BETA_SIGNALING
ENSG00000002023	SIRT110	9.32	0.0	0	-0.5681	EPITHELIAL_MESENCHYMAL_TRANSITION;ESTROGEN_RESPONSE
ENSG00000002024	HTR154	22.69	0.0	0	0.7528	
ENSG00000002025	RAB696	9.43	0.0	0	-0.4898	
ENSG00000002026	KMT2774	1985.29	0.0	0	0.195	P53_SIGNALING
ENSG00000002027	CDC678	69.94	0.0	0	1.3622	
ENSG00000002028	DYNC879	604.88	0.0	0	-0.904	AUTOPHAGY;HYPOXIA
ENSG00000002029	ZNF500	105.18	0.0	0	0.54	
ENSG00000002030	PPP2R829	103.77	0.0	0	0.7778	
ENSG00000002031	TRIM589	39.63	0.0	0	0.5289	COMPLEMENT_CASCADE;ANGIOGENESIS
ENSG00000002032	ATAD523	488.79	0.0	0	0.8474	
ENSG00000002033	ADRB94	164.66	0.0	0	0.7805	
ENSG00000002034	OR865	160.38	0.0	0	-0.7256	
ENSG00000002035	NOTCH1	2.24	0.0	0	-1.0065	
ENSG00000002036	EZH168	26.61	0.0	0	-0.6538	P53_SIGNALING;UNFOLDED_PROTEIN_RESPONSE
ENSG00000002037	USP842	697.14	0.0	0	-0.2879	
ENSG00000002038	TIMP1	107.76	0.0	0	-0.5311	ESTROGEN_RESPONSE
ENSG00000002039	CHRM740	73.57	0.0	0	-0.0783	GLYCOLYSIS
ENSG00000002040	DNMT804	246.63	0.0	0	0.1855	
ENSG00000002041	RAB11FIP306	85.1	0.0	0	-0.173	OXIDATIVE_PHOSPHORYLATION
ENSG00000002042	GLUT4	13.4	0.0	0	-0.3401	CELL_CYCLE_G2M_CHECKPOINT;WNT_BETA_CATENIN_SIGNALING
ENSG00000002043	SMARC782	3.14	0.0	0	1.4164	AUTOPHAGY;NOTCH_SIGNALING;MAPK_SIGNALING
ENSG00000002044	ABC549	168.65	0.0	0	0.1402	UNFOLDED_PROTEIN_RESPONSE
ENSG00000002045	PXN897	2.57	0.0	0	0.547	
ENSG00000002046	MRPL241	10.0	0.0	0	-0.1041	TNFA_SIGNALING_VIA_NFKB;REACTIVE_OXYGEN_SPECIES
ENSG00000002047	TET827	38.88	0.0	0	1.3681	PEROXISOME
ENSG00000002048	ATAD627	89.56	1.1145	1	-0.1212	DNA_REPAIR
ENSG00000002049	RAB11FIP471	147.56	0.0	0	-1.036	NOTCH_SIGNALING;XENOBIOTIC_METABOLISM
ENSG00000002050	TMEM669	39.57	0.0	0	-1.0095	UNFOLDED_PROTEIN_RESPONSE
ENSG00000002051	RAB11FIP387	3.16	0.0	0	1.3653	HYPOXIA
ENSG00000002052	TMEM702	10.24	0.0	0	2.3134	FATTY_ACID_METABOLISM
ENSG00000002053	TLN876	48.96	-1.3502	1	-1.3977	DNA_REPAIR;COMPLEMENT_CASCADE
ENSG00000002054	ABC756	52.56	0.0	0	-1.3364	HYPOXIA
ENSG00000002055	USP679	312.45	0.0	0	0.1697	
ENSG00000002056	FOXP3	190.72	-2.757	1	-1.2025	DNA_REPAIR
ENSG00000002057	CUL34	556.5	0.0	0	1.5198	OXIDATIVE_PHOSPHORYLATION;CHOLESTEROL_HOMEOSTASIS
ENSG00000002058	TET420	0.79	0.0	0	0.5544	
ENSG00000002059	VCL472	22.55	0.0	0	-0.8275	EPITHELIAL_MESENCHYMAL_TRANSITION
ENSG00000002060	ARID899	67.28	0.0	0	0.304	FATTY_ACID_METABOLISM
ENSG00000002061	OR779	368.08	0.0	0	-0.747	
ENSG00000002062	CYP8	6.01	0.0	0	0.8333	
ENSG00000002063	VCL460	717.17	0.0	0	0.0992	
ENSG00000002064	SMARC187	675.3	1.5237	1	0.8782	TNFA_SIGNALING_VIA_NFKB;SPERMATOGENESIS
ENSG00000002065	HDAC642	9.69	0.0	0	-0.1331	E2F_TARGETS;MRNA_SPLICING
ENSG00000002066	TET101	0.9	0.0	0	-0.0348	CHOLESTEROL_HOMEOSTASIS;IL6_JAK_STAT3_SIGNALING
ENSG00000002067	CHRM848	14.8	0.0	0	0.7286	INTERFERON_ALPHA_RESPONSE
ENSG00000002068	HDAC517	43.19	0.0	0	-0.4432	
ENSG00000002069	PLC371	85.32	0.0	0	0.6034	
ENSG00000002070	MAPK339	88.19	1.8927	1	0.1613	DNA_REPAIR
ENSG00000002071	TET202	1.22	0.0	0	0.5474	INTERFERON_ALPHA_RESPONSE
ENSG00000002072	PLC726	9.01	0.0	0	-0.5908	
ENSG00000002073	PPP1R672	144.94	0.0	0	0.3376	
ENSG00000002074	TMEM291	6.15	0.0	0	1.1568	APOPTOSIS
ENSG00000002075	ARID89	4.93	0.0	0	-0.9635	
ENSG00000002076	DYNC854	168.93	0.0	0	1.8585	
ENSG00000002077	DUSP24	147.6	0.0	0	-0.1418	
ENSG00000002078	MRPL497	8.77	0.0	0	-0.4415	EXTRACELLULAR_MATRIX_ORGANIZATION;SPERMATOGENESIS;MRNA_SPLICING
ENSG00000002079	TMEM73	29.97	0.0	0	0.1689	
ENSG00000002080	SKP692	104.28	0.0	0	0.274	
ENSG00000002081	UBE238	1434.51	0.0	0	-0.2862	APOPTOSIS;TGF_BETA_SIGNALING
ENSG00000002082	HDAC8	40.67	0.0	0	-0.8748	
ENSG00000002083	PXN309	1.86	0.0	0	-0.6698	ANDROGEN_RESPONSE
ENSG00000002084	SKP680	8.77	0.0	0	-0.4377	IL6_JAK_STAT3_SIGNALING;SPERMATOGENESIS
ENSG00000002085	HTR778	119.93	0.0	0	-0.7893	ADIPOGENESIS
ENSG00000002086	ACTN721	352.93	0.0	0	0.544	MRNA_SPLICING
ENSG00000002087	TOMM650	29.02	0.0	0	-0.9235	
ENSG00000002088	PXN341	5.71	0.0	0	0.628	E2F_TARGETS
ENSG00000002089	TLN423	4.31	0.0	0	-0.5157	TNFA_SIGNALING_VIA_NFKB
ENSG00000002090	ABC391	8.9	0.0	0	-1.4129	
ENSG00000002091	DUSP465	6.21	0.0	0	-0.3452	IL6_JAK_STAT3_SIGNALING
ENSG00000002092	KRT632	13.08	0.0	0	-0.2903	UNFOLDED_PROTEIN_RESPONSE;COAGULATION;ESTROGEN_RESPONSE
ENSG00000002093	ADRB723	158.51	0.0	0	-0.1241	P53_SIGNALING
ENSG00000002094	TUBB386	2.5	0.0	0	-0.8847	ADIPOGENESIS
ENSG00000002095	EIF171	27.74	0.0	0	-0.3223	
ENSG00000002096	ANK563	147.99	0.0	0	-0.021	PROTEIN_SECRETION
ENSG00000002097	DRD327	144.79	0.0	0	0.224	
ENSG00000002098	ARF640	22.57	0.0	0	1.1525	
ENSG00000002099	HTR849	20.5	0.0	0	-0.2754	FATTY_ACID_METABOLISM
ENSG00000002100	TLN563	74.59	0.0	0	-0.2663	
ENSG00000002101	RAB11FIP627	25.36	0.0	0	-0.5711	OXIDATIVE_PHOSPHORYLATION
ENSG00000002102	EZH172	32.15	0.0	0	-0.4231	
ENSG00000002103	UBE2399	36.68	0.0	0	-0.0895	
ENSG00000002104	RPL664	50.1	0.0	0	0.2353	
ENSG00000002105	CDC532	242.37	0.0	0	1.2355	
ENSG00000002106	RPL592	23.5	0.0	0	0.7455	SPERMATOGENESIS
ENSG00000002107	DYNC453	205.94	0.0	0	0.14	
ENSG00000002108	PPP1R671	69.5	0.0	0	0.4856	INTERFERON_ALPHA_RESPONSE;RIBOSOME_BIOGENESIS
ENSG00000002109	KRT275	126.13	0.0	0	-0.1941	
ENSG00000002110	RPL853	11.25	0.0	0	1.1493	HYPOXIA
ENSG00000002111	PPP1R503	4.28	0.0	0	-1.8655	
ENSG00000002112	ARF602	1071.16	0.0	0	1.2981	
ENSG00000002113	TIMM340	16.64	0.0	0	0.4352	ADIPOGENESIS
ENSG00000002114	CACN833	486.32	0.0	0	0.8373	
ENSG00000002115	RAB362	31.22	0.0	0	-0.2357	
ENSG00000002116	TLN535	6.28	0.0	0	0.607	
ENSG00000002117	SUZ705	14.71	0.0	0	0.0893	
ENSG00000002118	GNA294	2222.1	0.0	0	0.5881	
ENSG00000002119	ZNF686	541.08	0.0	0	-0.017	
ENSG00000002120	PRKC707	75.12	0.0	0	-0.831	INTERFERON_GAMMA_RESPONSE
ENSG00000002121	RHO238	553.11	0.0	0	0.4034	INTERFERON_ALPHA_RESPONSE;MAPK_SIGNALING;MYOGENESIS
ENSG00000002122	MAPK567	190.97	0.0	0	1.1006	TGF_BETA_SIGNALING
ENSG00000002123	ATAD756	24.47	0.0	0	0.4115	
ENSG00000002124	KDM86	709.25	0.0	0	-0.2245	APOPTOSIS;EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000002125	H2AF26	45.07	0.0	0	0.7634	
ENSG00000002126	COPB729	34.88	0.0	0	-0.4279	
ENSG00000002127	VCL160	200.78	-0.9633	1	0.3737	HYPOXIA;MAPK_SIGNALING
ENSG00000002128	MMP775	18.06	0.0	0	-0.4727	DNA_REPAIR;MRNA_SPLICING
ENSG00000002129	GNA192	152.79	-1.2757	1	1.3596	HYPOXIA;HEDGEHOG_SIGNALING
ENSG00000002130	TRIM833	123.44	0.0	0	0.4748	
ENSG00000002131	HNF4A	661.06	1.615	1	0.2526	
ENSG00000002132	BRD640	581.5	0.0	0	0.9517	IL6_JAK_STAT3_SIGNALING
ENSG00000002133	CHRM143	26.44	0.0	0	-0.3526	GLYCOLYSIS;ESTROGEN_RESPONSE
ENSG00000002134	KRT576	142.39	0.0	0	-0.9224	DNA_REPAIR
ENSG00000002135	VCL743	3.64	0.0	0	1.4971	
ENSG00000002136	BRD850	223.3	0.0	0	-0.237	
ENSG00000002137	OR574	117.24	0.0	0	0.7628	
ENSG00000002138	KCN736	540.45	0.0	0	0.6322	
ENSG00000002139	EZH112	215.33	0.0	0	-0.8716	ANDROGEN_RESPONSE
ENSG00000002140	TUBB477	2.39	0.0	0	0.7052	
ENSG00000002141	SPTB119	24.36	0.0	0	-1.1317	
ENSG00000002142	SNX621	24.55	0.0	0	1.1754	CELL_CYCLE_G2M_CHECKPOINT;ANGIOGENESIS
ENSG00000002143	TAZ	203.79	-2.9299	1	-0.6729	DNA_REPAIR;HYPOXIA
ENSG00000002144	RHO721	11.03	0.0	0	1.6852	PROTEIN_SECRETION
ENSG00000002145	ADAM435	2352.77	0.0	0	-0.3866	COMPLEMENT_CASCADE;TGF_BETA_SIGNALING
ENSG00000002146	ANK189	6.85	0.0	0	0.2546	UNFOLDED_PROTEIN_RESPONSE;INTERFERON_ALPHA_RESPONSE;MAPK_SIGNALING
ENSG00000002147	KDM41	81.47	0.0	0	-0.1645	EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000002148	FBXO409	0.94	0.0	0	1.1953	APOPTOSIS
ENSG00000002149	SEC198	43.09	0.0	0	-1.2222	XENOBIOTIC_METABOLISM
ENSG00000002150	PPP2R395	202.07	0.0	0	-0.5724	OXIDATIVE_PHOSPHORYLATION;COMPLEMENT_CASCADE;NOTCH_SIGNALING;MYC_TARGETS
ENSG00000002151	PLC293	1.52	0.0	0	-0.9012	INTERFERON_GAMMA_RESPONSE
ENSG00000002152	KCN317	10.83	0.0	0	-0.8081	P53_SIGNALING
ENSG00000002153	DNMT102	3.1	0.0	0	0.7464	NOTCH_SIGNALING
ENSG00000002154	TMEM574	40.0	0.0	0	0.0401	
ENSG00000002155	RAB11FIP334	0.77	0.0	0	-0.3525	UNFOLDED_PROTEIN_RESPONSE;EPITHELIAL_MESENCHYMAL_TRANSITION;WNT_BETA_CATENIN_SIGNALING
ENSG00000002156	ARID852	181.66	0.0	0	0.5013	INFLAMMATORY_RESPONSE
ENSG00000002157	MRPS95	55.92	0.0	0	-0.5209	
ENSG00000002158	TMEM246	1202.89	0.0	0	-0.3006	MYOGENESIS
ENSG00000002159	RNF290	233.06	0.0	0	-0.8511	WNT_BETA_CATENIN_SIGNALING
ENSG00000002160	ID1	35.29	-2.8442	1	1.2484	
ENSG00000002161	IFNG	17.06	0.0	0	-0.1023	
ENSG00000002162	VCL75	186.98	0.0	0	0.4472	IL6_JAK_STAT3_SIGNALING
ENSG00000002163	CCNB478	160.32	0.0	0	-1.1067	
ENSG00000002164	ACTN352	1446.23	0.0	0	-0.2631	
ENSG00000002165	HTR281	37.75	0.0	0	-0.3764	
ENSG00000002166	OR892	18.2	0.0	0	-0.558	FATTY_ACID_METABOLISM
ENSG00000002167	SCN757	3.24	0.0	0	0.5444	P53_SIGNALING
ENSG00000002168	DDX627	86.78	0.0	0	1.697	MYOGENESIS
ENSG00000002169	USP629	1049.98	0.0	0	0.235	ANGIOGENESIS
ENSG00000002170	RPS162	14.31	0.0	0	-0.121	E2F_TARGETS
ENSG00000002171	PXN79	3.38	0.0	0	1.1896	
ENSG00000002172	PXN194	81.16	0.0	0	1.4178	WNT_BETA_CATENIN_SIGNALING
ENSG00000002173	KCN796	69.78	0.0	0	0.5894	
ENSG00000002174	ATAD877	45.18	0.0	0	0.2524	EXTRACELLULAR_MATRIX_ORGANIZATION;SPERMATOGENESIS
ENSG00000002175	H2AF304	3.12	0.0	0	0.7486	P53_SIGNALING
ENSG00000002176	TLN633	51.01	-1.0067	1	-0.5428	CELL_CYCLE_G2M_CHECKPOINT
ENSG00000002177	VCL206	1.44	0.0	0	0.1146	WNT_BETA_CATENIN_SIGNALING
ENSG00000002178	FBXO18	185.44	0.0	0	-0.9198	
ENSG00000002179	EZH450	10.87	0.0	0	1.2022	
ENSG00000002180	KCN554	360.13	0.0	0	-0.5782	
ENSG00000002181	CCNB574	68.4	0.0	0	0.0948	
ENSG00000002182	RNF437	6.04	0.0	0	-0.1676	EPITHELIAL_MESENCHYMAL_TRANSITION
ENSG00000002183	TOMM755	472.99	0.0	0	1.514	GLYCOLYSIS
ENSG00000002184	KDM221	8.15	0.0	0	-0.9468	
ENSG00000002185	FBXO434	10.95	0.0	0	-0.6695	TGF_BETA_SIGNALING
ENSG00000002186	GABR621	28.93	0.0	0	-0.2411	FATTY_ACID_METABOLISM;EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000002187	SPTB167	1.9	0.0	0	2.3811	PI3K_AKT_MTOR_SIGNALING
ENSG00000002188	PXN63	7.99	0.0	0	-0.7014	E2F_TARGETS
ENSG00000002189	EIF8	13.67	0.0	0	0.5629	COMPLEMENT_CASCADE
ENSG00000002190	KIF822	14.11	0.0	0	-1.4066	
ENSG00000002191	CCNB264	130.83	0.0	0	-0.7724	
ENSG00000002192	UBE25	1.21	0.0	0	-0.1088	TNFA_SIGNALING_VIA_NFKB;ANDROGEN_RESPONSE;RIBOSOME_BIOGENESIS
ENSG00000002193	CCNB706	58.8	0.0	0	0.0087	
ENSG00000002194	TET882	9.77	0.0	0	-0.4509	EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000002195	COL748	330.03	0.0	0	1.1836	TGF_BETA_SIGNALING
ENSG00000002196	FBXO679	18.17	0.0	0	0.8772	UNFOLDED_PROTEIN_RESPONSE;COAGULATION
ENSG00000002197	HDAC199	9.58	0.0	0	-0.4062	
ENSG00000002198	EZH285	19.63	0.0	0	0.2839	
ENSG00000002199	PXN186	2.39	0.0	0	-0.0411	
ENSG00000002200	UBE2135	5.97	0.0	0	0.192	
ENSG00000002201	SCN797	39.19	0.0	0	0.9363	EPITHELIAL_MESENCHYMAL_TRANSITION;ESTROGEN_RESPONSE
ENSG00000002202	PLC845	9.89	0.0	0	-0.1017	
ENSG00000002203	PPP1R110	693.08	0.0	0	-0.421	
ENSG00000002204	USP855	1155.11	0.0	0	0.0452	
ENSG00000002205	TRIM389	19.78	0.0	0	1.3147	IL6_JAK_STAT3_SIGNALING
ENSG00000002206	KIF683	288.29	0.0	0	0.9606	CHOLESTEROL_HOMEOSTASIS;WNT_BETA_CATENIN_SIGNALING
ENSG00000002207	RAB267	185.5	0.0	0	0.7019	FATTY_ACID_METABOLISM
ENSG00000002208	GABR827	64.62	0.0	0	0.6813	AUTOPHAGY
ENSG00000002209	DYNC367	24.34	0.0	0	-0.3184	MAPK_SIGNALING
ENSG00000002210	KDM562	23.74	0.0	0	-0.8898	ESTROGEN_RESPONSE
ENSG00000002211	DRD731	111.14	0.0	0	0.7003	CHOLESTEROL_HOMEOSTASIS;AUTOPHAGY;HYPOXIA
ENSG00000002212	HTR686	119.07	0.0	0	1.7141	
ENSG00000002213	DRD300	0.4	0.0	0	0.312	EPITHELIAL_MESENCHYMAL_TRANSITION
ENSG00000002214	TIMM685	783.88	0.0	0	-0.3425	E2F_TARGETS
ENSG00000002215	DRD758	443.46	0.0	0	0.9479	INTERFERON_GAMMA_RESPONSE;WNT_BETA_CATENIN_SIGNALING
ENSG00000002216	ABC314	0.98	0.0	0	-1.1831	
ENSG00000002217	DNMT118	24.65	0.0	0	-0.0443	MRNA_SPLICING
ENSG00000002218	KCN607	5.99	0.0	0	-1.1828	PI3K_AKT_MTOR_SIGNALING;ESTROGEN_RESPONSE
ENSG00000002219	SMARC495	5.37	0.0	0	-1.2113	
ENSG00000002220	CUL43	20.12	0.0	0	0.0076	GLYCOLYSIS;EXTRACELLULAR_MATRIX_ORGANIZATION;SPERMATOGENESIS
ENSG00000002221	COL29	78.61	0.0	0	0.9928	XENOBIOTIC_METABOLISM
ENSG00000002222	BRD366	25.04	0.0	0	-0.4729	
ENSG00000002223	CYP559	121.67	0.0	0	-0.5827	SPERMATOGENESIS
ENSG00000002224	SNX127	132.84	0.0	0	-0.9167	UNFOLDED_PROTEIN_RESPONSE
ENSG00000002225	TRIM857	24.46	0.0	0	0.5891	TNFA_SIGNALING_VIA_NFKB
ENSG00000002226	UBE2870	30.43	0.0	0	1.0136	EPITHELIAL_MESENCHYMAL_TRANSITION;HEDGEHOG_SIGNALING
ENSG00000002227	ZNF277	72.05	0.0	0	1.3928	COMPLEMENT_CASCADE;NOTCH_SIGNALING
ENSG00000002228	MAPK413	10.0	0.0	0	0.1421	FATTY_ACID_METABOLISM
ENSG00000002229	MRPL376	255.01	0.0	0	0.3666	
ENSG00000002230	SUZ34	21.68	0.0	0	0.5621	NOTCH_SIGNALING
ENSG00000002231	KDM608	129.28	0.0	0	-1.8898	
ENSG00000002232	ANK596	267.48	0.0	0	0.2118	
ENSG00000002233	PRKC870	1.81	0.0	0	-0.2576	WNT_BETA_CATENIN_SIGNALING;ESTROGEN_RESPONSE
ENSG00000002234	TIMM802	0.34	0.0	0	-0.6225	REACTIVE_OXYGEN_SPECIES;XENOBIOTIC_METABOLISM
ENSG00000002235	SIRT782	47.59	0.0	0	-0.4592	P53_SIGNALING
ENSG00000002236	TLR4	1359.95	2.8107	1	-1.4967	HYPOXIA
ENSG00000002237	KCN159	4.2	0.0	0	-0.046	COAGULATION
ENSG00000002238	VCL854	155.2	0.0	0	-0.3053	FATTY_ACID_METABOLISM;MYC_TARGETS
ENSG00000002239	RHO49	76.95	0.0	0	-0.81	
ENSG00000002240	PRKC270	4.34	0.0	0	-0.5542	WNT_BETA_CATENIN_SIGNALING;ADIPOGENESIS
ENSG00000002241	SIRT779	40.25	1.0833	1	-1.5069	DNA_REPAIR;MRNA_SPLICING
ENSG00000002242	VPS103	11.09	0.0	0	1.721	AUTOPHAGY;INTERFERON_ALPHA_RESPONSE
ENSG00000002243	KCN474	11.18	0.0	0	-0.009	INTERFERON_GAMMA_RESPONSE;ESTROGEN_RESPONSE
ENSG00000002244	TOMM770	4.7	0.0	0	1.3256	INTERFERON_GAMMA_RESPONSE
ENSG00000002245	CDC41	626.04	0.0	0	1.0333	
ENSG00000002246	SIRT539	34.42	0.0	0	0.3836	INTERFERON_ALPHA_RESPONSE;COMPLEMENT_CASCADE
ENSG00000002247	SLC522	48.92	0.0	0	-0.1727	HEDGEHOG_SIGNALING
ENSG00000002248	DRD313	34.86	0.0	0	-0.2325	
ENSG00000002249	UBE2324	155.22	0.0	0	-0.6584	
ENSG00000002250	PPP1R706	1391.27	0.0	0	-1.1994	TGF_BETA_SIGNALING;HEDGEHOG_SIGNALING
ENSG00000002251	SMARC198	23.6	0.0	0	0.2144	
ENSG00000002252	NR3C1	338.26	-1.6343	1	-0.5231	DNA_REPAIR
ENSG00000002253	ADRB434	20.83	0.0	0	0.4511	COMPLEMENT_CASCADE
ENSG00000002254	CCNB284	286.29	0.0	0	0.7967	
ENSG00000002255	EIF754	18.18	0.0	0	1.7593	OXIDATIVE_PHOSPHORYLATION;REACTIVE_OXYGEN_SPECIES
ENSG00000002256	DHX624	4.41	0.0	0	0.455	
ENSG00000002257	EZH731	142.87	0.0	0	0.2257	
ENSG00000002258	EZH290	121.4	0.0	0	-0.4058	
ENSG00000002259	COPB101	2.34	0.0	0	-0.612	
ENSG00000002260	PPP2R250	33.69	0.0	0	0.9773	
ENSG00000002261	UGT515	13.22	0.0	0	-0.9748	
ENSG00000002262	KRT768	4.82	0.0	0	1.6489	INTERFERON_GAMMA_RESPONSE
ENSG00000002263	KIF679	227.17	0.8959	1	-0.5895	EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000002264	BRD232	1.41	0.0	0	-0.1399	
ENSG00000002265	CUL423	314.78	0.0	0	-0.3231	
ENSG00000002266	DUSP429	40.0	0.0	0	0.3943	EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000002267	UBE2818	26.06	0.0	0	-0.3538	EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000002268	TOMM721	1.9	0.0	0	-0.8943	
ENSG00000002269	ARID550	305.89	0.0	0	0.1056	ESTROGEN_RESPONSE
ENSG00000002270	ARF210	258.12	0.0	0	0.6719	
ENSG00000002271	ACTN625	5.65	0.0	0	0.9731	
ENSG00000002272	ANK819	13.86	0.0	0	0.6363	ANDROGEN_RESPONSE
ENSG00000002273	ATAD885	65.39	0.0	0	0.3675	
ENSG00000002274	UBE2797	1.36	0.0	0	0.6879	
ENSG00000002275	PPP1R859	4.08	0.0	0	-1.2838	
ENSG00000002276	HDAC429	116.06	-1.5744	1	0.3511	MAPK_SIGNALING
ENSG00000002277	RAB11FIP418	20.05	0.0	0	1.367	APOPTOSIS;ANDROGEN_RESPONSE
ENSG00000002278	GNA768	364.9	0.0	0	-0.2517	
ENSG00000002279	DUSP779	260.47	0.0	0	0.1457	XENOBIOTIC_METABOLISM
ENSG00000002280	KIF344	22.33	0.0	0	1.0105	
ENSG00000002281	ABC500	49.9	0.0	0	0.4453	
ENSG00000002282	RAB11FIP517	10.12	0.0	0	1.2385	P53_SIGNALING;REACTIVE_OXYGEN_SPECIES
ENSG00000002283	RAB11FIP273	140.02	0.0	0	-0.2003	IL6_JAK_STAT3_SIGNALING
ENSG00000002284	MMP542	69.3	0.0	0	-1.1811	CHOLESTEROL_HOMEOSTASIS
