gene_id	gene_symbol	mean_expression	log2_fold_change	t_statistic	pvalue	padj
ENSG00000001823	TMEM705	4.7749	-0.2626	-0.7997	0.4382595137835026	0.9265106070860359
ENSG00000003381	SLC83	7.0816	0.1745	0.799	0.4386311647911335	0.9267928845641106
ENSG00000001197	COPB34	6.0915	-0.2575	-0.7983	0.43902670904916763	0.9271253128699731
ENSG00000002524	KCN481	3.6355	0.4595	0.7957	0.44049687425903294	0.9271536760093825
ENSG00000000961	DNMT681	8.3834	-0.1474	-0.7945	0.44118412332203916	0.9271536760093825
ENSG00000003731	RPL56	2.3585	0.5253	0.7947	0.4410305198687742	0.9271536760093825
ENSG00000003320	EGFR	4.355	0.4225	0.7968	0.43988429947748775	0.9271536760093825
ENSG00000002399	SLC313	5.0215	0.431	0.7965	0.4400476649128	0.9271536760093825
ENSG00000000487	MMP351	5.7143	-0.2423	-0.7951	0.4408400127187202	0.9271536760093825
ENSG00000001231	GRIN572	5.8753	0.3869	0.7972	0.43965232112732533	0.9271536760093825
ENSG00000003562	MYO765	6.4554	-0.2619	-0.7958	0.44041262977992635	0.9271536760093825
ENSG00000002629	SPTB502	8.6891	-0.2367	-0.7971	0.4397150676759387	0.9271536760093825
ENSG00000002774	COL175	4.2666	-0.3807	-0.7911	0.44307869275197176	0.9272500134464142
ENSG00000001043	COL840	5.9972	-0.1956	-0.7922	0.44245927997469114	0.9272500134464142
ENSG00000004113	ABC147	3.8912	-0.4175	-0.7906	0.44337417138329316	0.9272500134464142
ENSG00000000041	CDH1	2.4191	0.5172	0.792	0.4425977029891581	0.9272500134464142
ENSG00000000444	SCN605	9.7033	0.21	0.7938	0.4415438348801388	0.9272500134464142
ENSG00000003927	SCN855	2.3582	0.456	0.7912	0.4430284734800872	0.9272500134464142
ENSG00000000633	ADAM866	3.6031	0.7817	0.7929	0.44205813348639367	0.9272500134464142
ENSG00000002275	PPP1R859	1.2342	-0.4304	-0.7921	0.4425342457425465	0.9272500134464142
ENSG00000001822	MRPS601	3.7959	0.4202	0.791	0.44314562401302215	0.9272500134464142
ENSG00000003432	ADAM777	2.1244	0.653	0.7883	0.4446780324336681	0.929113017651997
ENSG00000001221	TMEM618	4.8951	-0.4192	-0.7869	0.4454586050715895	0.929113017651997
ENSG00000003383	KCN598	5.3811	-0.2784	-0.7873	0.4452406334207446	0.929113017651997
ENSG00000003742	CUL111	10.2435	-0.1475	-0.7881	0.4447510294884838	0.929113017651997
ENSG00000001468	DHX751	8.8183	-0.1802	-0.7869	0.44545824261771927	0.929113017651997
ENSG00000003940	PPP1R466	6.7786	0.2423	0.7864	0.4457169343774826	0.929153887839937
ENSG00000001118	ANK559	8.3624	-0.2236	-0.784	0.44711862517658896	0.9315769214064691
ENSG00000003062	TIMM362	8.5082	-0.1854	-0.7832	0.4475269593681297	0.9319287992834461
ENSG00000003981	TOMM97	5.2272	-0.1546	-0.7823	0.4480818015428044	0.9320867833268812
ENSG00000000915	GABR584	2.9524	-0.3849	-0.7824	0.4480120026000075	0.9320867833268812
ENSG00000000216	SNX222	2.255	0.5313	0.7813	0.44860130327207814	0.9326689488968634
ENSG00000002260	PPP2R250	4.6808	0.326	0.779	0.4499224952794113	0.9339957113697993
ENSG00000000803	EZH397	9.05	-0.1757	-0.7789	0.44995939332435086	0.9339957113697993
ENSG00000003711	DYNC79	5.114	-0.3463	-0.7798	0.44949324834913673	0.9339957113697993
ENSG00000002995	ARF398	6.9622	-0.2421	-0.7555	0.46339913095115426	0.9350498219651232
ENSG00000001423	TMEM697	10.5444	0.1742	0.7459	0.4689946720021517	0.9350498219651232
ENSG00000001424	RNF105	2.6112	0.4183	0.7479	0.46783008993250164	0.9350498219651232
ENSG00000002027	CDC678	6.5778	0.2006	0.7457	0.4691072392078226	0.9350498219651232
ENSG00000000279	SLC696	2.3367	0.4919	0.747	0.46834684450055497	0.9350498219651232
ENSG00000000672	PXN107	5.8385	0.2552	0.7425	0.4709730897467499	0.9350498219651232
ENSG00000002036	EZH168	3.5207	-0.642	-0.7703	0.4548845975336484	0.9350498219651232
ENSG00000002011	PXN331	5.9616	-0.2679	-0.7534	0.46461309970552456	0.9350498219651232
ENSG00000003991	ATAD808	8.8616	-0.1703	-0.7579	0.4620261116505979	0.9350498219651232
ENSG00000000694	TRIM593	7.6031	0.1166	0.7713	0.45434567587326935	0.9350498219651232
ENSG00000003155	PPP2R176	9.0598	-0.1483	-0.752	0.46542990944145723	0.9350498219651232
ENSG00000003057	CHRM29	9.7854	-0.171	-0.7437	0.47031208772009936	0.9350498219651232
ENSG00000000852	CCNB769	3.6976	0.4491	0.7751	0.45214068158478293	0.9350498219651232
ENSG00000000693	TOMM651	2.909	0.5768	0.7764	0.4514047087246875	0.9350498219651232
ENSG00000001543	TOMM485	1.4218	0.4384	0.7468	0.4684894378881389	0.9350498219651232
ENSG00000001819	MRPS741	3.3148	0.5034	0.7561	0.46309934788488416	0.9350498219651232
ENSG00000003075	ACTN46	7.0794	-0.2726	-0.7336	0.47622259691071167	0.9350498219651232
ENSG00000000307	RPS854	7.238	-0.2141	-0.7375	0.47393455787024186	0.9350498219651232
ENSG00000001572	ARID356	10.2714	0.1555	0.7476	0.46801041326310566	0.9350498219651232
ENSG00000001584	ABC232	4.5667	-0.2807	-0.7361	0.4747431770980911	0.9350498219651232
ENSG00000001565	SLC263	3.9662	-0.4058	-0.735	0.47541465591426335	0.9350498219651232
ENSG00000002556	BRD794	11.6083	0.1318	0.7512	0.46592849640300604	0.9350498219651232
ENSG00000002347	H2AF222	5.5622	-0.253	-0.7703	0.4548798698290152	0.9350498219651232
ENSG00000003464	TRIM449	2.1878	-0.5154	-0.7479	0.4678077863022626	0.9350498219651232
ENSG00000000507	TLN556	1.4709	-0.3242	-0.7403	0.47225236679014737	0.9350498219651232
ENSG00000000812	HIST1H770	6.228	-0.2889	-0.759	0.46137730861202975	0.9350498219651232
ENSG00000001402	UGT471	7.6038	0.1751	0.76	0.4608022510244839	0.9350498219651232
ENSG00000000574	MYO277	8.9478	0.1382	0.7328	0.4766751474334887	0.9350498219651232
ENSG00000000146	ADAM256	1.4851	-0.4244	-0.7512	0.46590798049128856	0.9350498219651232
ENSG00000001829	USP48	3.9743	-0.2717	-0.7525	0.4651630645496727	0.9350498219651232
ENSG00000000154	TRIM616	3.1223	0.5598	0.7494	0.46696890359446297	0.9350498219651232
ENSG00000002301	ZNF306	7.0189	-0.415	-0.759	0.4613820743625524	0.9350498219651232
ENSG00000001242	DHX7	6.0336	-0.3007	-0.7711	0.4544329897761399	0.9350498219651232
ENSG00000000771	ANAPC329	5.9652	-0.149	-0.7501	0.46652958590765436	0.9350498219651232
ENSG00000003510	RNF638	2.5968	0.4917	0.7706	0.45473118844919	0.9350498219651232
ENSG00000003835	TLN290	7.9289	-0.1706	-0.7329	0.47661085880237597	0.9350498219651232
ENSG00000000617	CCNB884	7.7766	0.1399	0.7497	0.46677995605741573	0.9350498219651232
ENSG00000000625	USP631	2.1038	-0.4171	-0.7324	0.4768946291368884	0.9350498219651232
ENSG00000002503	TOMM351	5.5772	-0.2482	-0.7507	0.4662156458674124	0.9350498219651232
ENSG00000003216	DNMT618	8.1252	0.1741	0.7715	0.45418178033035894	0.9350498219651232
ENSG00000001905	FBXO8	4.8519	-0.2711	-0.7436	0.4703249688477188	0.9350498219651232
ENSG00000003302	ANK125	9.0117	-0.2501	-0.7762	0.45151311313923337	0.9350498219651232
ENSG00000003311	SPTB225	1.5936	0.412	0.7354	0.47516455025325677	0.9350498219651232
ENSG00000002309	TIMM391	3.5724	-0.4769	-0.7367	0.4743917871294785	0.9350498219651232
ENSG00000002311	HIST1H71	5.1552	0.2467	0.7504	0.4663751585316227	0.9350498219651232
ENSG00000001257	FBXO811	3.0314	-0.4669	-0.7539	0.46437389469723467	0.9350498219651232
ENSG00000001259	TUBB206	2.4388	-0.4587	-0.7714	0.45425060336891954	0.9350498219651232
ENSG00000000459	DUSP310	10.1714	-0.1604	-0.7349	0.4754710184347972	0.9350498219651232
ENSG00000002502	PLC133	5.6439	0.252	0.7356	0.4750212834839991	0.9350498219651232
ENSG00000001024	SCN161	7.8188	-0.1701	-0.7493	0.4670428027573489	0.9350498219651232
ENSG00000001250	PRKC27	6.0812	-0.2648	-0.7601	0.4607821372395249	0.9350498219651232
ENSG00000003477	KCN313	4.8956	-0.4215	-0.7436	0.47033476739380753	0.9350498219651232
ENSG00000000367	ADAM410	12.88	0.1937	0.762	0.459634771349278	0.9350498219651232
ENSG00000003946	KCN128	1.6197	0.3214	0.745	0.4695258171091593	0.9350498219651232
ENSG00000001523	PPP2R210	4.0069	-0.3278	-0.7338	0.47608509700852264	0.9350498219651232
ENSG00000001376	CCNB658	5.4709	-0.2676	-0.7358	0.47491002604728005	0.9350498219651232
ENSG00000003186	MAPK486	5.4032	0.1646	0.7378	0.47373744766045234	0.9350498219651232
ENSG00000002643	ADRB125	8.3307	-0.1368	-0.7529	0.4649054186634518	0.9350498219651232
ENSG00000001844	TIMM493	7.7153	0.2215	0.739	0.4730202277360659	0.9350498219651232
ENSG00000001391	ZNF171	4.7606	-0.18	-0.7459	0.4689772304468658	0.9350498219651232
ENSG00000002571	GABR302	1.7078	-0.5576	-0.7362	0.47470831100398647	0.9350498219651232
ENSG00000002570	UBE2647	4.8162	-0.3441	-0.7397	0.47264918941029876	0.9350498219651232
ENSG00000001560	TRIM302	4.8057	-0.3882	-0.7349	0.47545386104731013	0.9350498219651232
ENSG00000000689	CACN879	5.6723	0.3727	0.7552	0.46356430280783945	0.9350498219651232
ENSG00000003818	GNA346	2.8119	-0.3525	-0.7678	0.45630125831628066	0.9350498219651232
ENSG00000001870	SLC414	4.1419	-0.3375	-0.7464	0.4687175763439497	0.9350498219651232
ENSG00000002742	ATAD664	6.2753	0.2097	0.7758	0.45172581971645986	0.9350498219651232
ENSG00000002265	CUL423	7.9356	0.1769	0.7557	0.4633155998807651	0.9350498219651232
ENSG00000001151	BRD639	4.9663	-0.2117	-0.7331	0.47648031952902214	0.9350498219651232
ENSG00000002231	KDM608	6.1263	-0.2651	-0.7524	0.4652098106173539	0.9350498219651232
ENSG00000002194	TET882	2.5481	-0.5079	-0.741	0.47184044351873133	0.9350498219651232
ENSG00000003900	ADRB164	8.4173	-0.1297	-0.7422	0.47116448709175707	0.9350498219651232
ENSG00000001480	ATAD193	6.7907	0.1402	0.7676	0.4564403456391808	0.9350498219651232
ENSG00000003887	MMP592	4.7264	0.38	0.7425	0.4709760814559386	0.9350498219651232
ENSG00000001554	CYP465	4.5467	0.4608	0.7662	0.45722268435895674	0.9350498219651232
ENSG00000002715	PPP2R352	8.5161	-0.2639	-0.7593	0.4612044665595372	0.9350498219651232
ENSG00000000556	SPTB841	2.3143	0.4163	0.7374	0.47399376710899066	0.9350498219651232
ENSG00000002939	SMARC369	6.3279	0.2844	0.7765	0.4513729538913881	0.9350498219651232
ENSG00000003376	DDX386	9.339	-0.1987	-0.763	0.45910196363973244	0.9350498219651232
ENSG00000000413	TUBB608	8.0653	-0.1701	-0.7367	0.47438248332824007	0.9350498219651232
ENSG00000004092	ZNF387	2.0155	0.4291	0.7394	0.47280277697139617	0.9350498219651232
ENSG00000004075	DRD178	10.9907	0.1069	0.7338	0.47607803323174225	0.9350498219651232
ENSG00000003033	KMT2807	3.3681	-0.6739	-0.7355	0.47508829722493817	0.9350498219651232
ENSG00000000648	CDC195	9.5565	-0.1876	-0.7337	0.4761628395225781	0.9350498219651232
ENSG00000000647	RAB11FIP791	7.3139	-0.235	-0.7335	0.4762848285948711	0.9350498219651232
ENSG00000004157	ANAPC735	1.9748	0.4008	0.7464	0.468729477057793	0.9350498219651232
ENSG00000000007	FBXO780	6.2561	0.2087	0.761	0.4602552019409142	0.9350498219651232
ENSG00000000038	UGT374	4.0676	-0.5356	-0.7613	0.4600731279446243	0.9350498219651232
ENSG00000003006	MMP149	6.3795	0.2411	0.7483	0.46759626281956035	0.9350498219651232
ENSG00000000971	OR323	3.3252	-0.5475	-0.7703	0.45491557043393416	0.9350498219651232
ENSG00000003540	ANAPC147	1.7806	0.4309	0.7348	0.47550800843508856	0.9350498219651232
ENSG00000001687	KCN6	1.277	0.3683	0.735	0.4753841010067118	0.9350498219651232
ENSG00000000050	DUSP547	2.6062	0.3528	0.7703	0.4549056322168925	0.9350498219651232
ENSG00000001677	GNA841	1.7996	-0.3572	-0.7513	0.46587747411854996	0.9350498219651232
ENSG00000004007	ADAM408	3.5985	-0.3545	-0.7446	0.46974640607794627	0.9350498219651232
ENSG00000000889	SLC646	2.3364	-0.504	-0.7704	0.4548509826078847	0.9350498219651232
ENSG00000002481	ANAPC657	10.2617	0.1802	0.7698	0.45520198198343453	0.9350498219651232
ENSG00000002639	KCN154	6.5533	0.317	0.7745	0.45249042259066774	0.9350498219651232
ENSG00000000714	TET505	5.6196	-0.2984	-0.7632	0.45898496561152957	0.9350498219651232
ENSG00000003142	BRD406	2.5381	-0.5597	-0.7694	0.45541058202076157	0.9350498219651232
ENSG00000002207	RAB267	7.7603	-0.1682	-0.7549	0.4637811532263546	0.9350498219651232
ENSG00000000235	PLC743	5.3209	0.3755	0.7666	0.457040266514528	0.9350498219651232
ENSG00000001981	ATAD674	3.4159	-0.3846	-0.7559	0.463182509478257	0.9350498219651232
ENSG00000001942	GNA597	5.0455	-0.341	-0.7334	0.4763454139208815	0.9350498219651232
ENSG00000001933	ADRB546	6.9823	0.1931	0.7376	0.473868803468236	0.9350498219651232
ENSG00000003867	HIST1H113	2.614	0.343	0.7731	0.45326936723657096	0.9350498219651232
ENSG00000001949	COL130	2.5918	-0.3532	-0.7611	0.4601905267576957	0.9350498219651232
ENSG00000003112	SUZ254	7.8454	0.2043	0.7495	0.466909347010771	0.9350498219651232
ENSG00000001491	GRIN37	3.1106	0.4298	0.7616	0.45988939365867043	0.9350498219651232
ENSG00000002292	USP567	4.6025	-0.3272	-0.7469	0.46841415426170896	0.9350498219651232
ENSG00000003455	HTR726	1.7339	-0.4992	-0.732	0.4771621605610029	0.9351032874639593
ENSG00000000600	CHRM359	8.1971	0.247	0.7302	0.47819251131928	0.9366508576017301
ENSG00000003052	CACN181	4.4475	0.419	0.7268	0.48023592468742093	0.9373511629305127
ENSG00000000304	OR798	6.3313	0.2126	0.7273	0.47994259061733524	0.9373511629305127
ENSG00000001084	SUZ304	5.5097	-0.2766	-0.727	0.4801021869777554	0.9373511629305127
ENSG00000001882	PPP2R114	8.5145	-0.1954	-0.7276	0.4797433794480911	0.9373511629305127
ENSG00000000182	KIF747	5.0057	0.3468	0.7268	0.4802348745130923	0.9373511629305127
ENSG00000001669	GRIN620	6.4425	-0.1881	-0.7288	0.4790626795156715	0.9373511629305127
ENSG00000003764	EIF4E	2.4292	-0.5134	-0.7269	0.480146357500297	0.9373511629305127
ENSG00000004183	MMP51	7.4669	-0.1729	-0.7259	0.4807866275105316	0.9379556663012476
ENSG00000003722	PXN99	5.2688	0.3101	0.7201	0.4842215068407755	0.9388596154741581
ENSG00000002041	RAB11FIP306	5.9029	-0.2639	-0.7171	0.4860209232159134	0.9388596154741581
ENSG00000001027	MAPK810	4.8432	0.311	0.712	0.4890655867681225	0.9388596154741581
ENSG00000000393	KIF797	5.5604	-0.3397	-0.7145	0.4875476643516867	0.9388596154741581
ENSG00000002529	PLC526	4.4429	0.3978	0.7126	0.48865846710299266	0.9388596154741581
ENSG00000001970	COL3A1	5.6273	0.356	0.7192	0.4847244023580506	0.9388596154741581
ENSG00000001527	KMT2356	6.0826	0.2035	0.7213	0.48349545127124494	0.9388596154741581
ENSG00000000170	RPS9	9.3304	0.1342	0.7166	0.48627307557289545	0.9388596154741581
ENSG00000002447	RPL748	5.8477	-0.1469	-0.7206	0.4839397214303449	0.9388596154741581
ENSG00000001563	PXN626	5.9333	-0.2101	-0.7183	0.48526126036156814	0.9388596154741581
ENSG00000001003	PXN229	6.0081	-0.1769	-0.7166	0.48632109857561223	0.9388596154741581
ENSG00000002076	DYNC854	8.0061	0.1461	0.7168	0.4861508257768329	0.9388596154741581
ENSG00000001826	PXN568	1.289	-0.4004	-0.7124	0.4888259428383931	0.9388596154741581
ENSG00000002334	ARID469	3.3177	-0.3735	-0.7176	0.4857065321924121	0.9388596154741581
ENSG00000001858	TET866	5.4726	-0.2783	-0.7228	0.48261405447540195	0.9388596154741581
ENSG00000002104	RPL664	5.3913	-0.2668	-0.7117	0.48921050878252637	0.9388596154741581
ENSG00000000262	EZH84	4.8314	-0.4317	-0.7188	0.4849683606536489	0.9388596154741581
ENSG00000000156	MYO210	12.4303	0.1536	0.7205	0.483947378500584	0.9388596154741581
ENSG00000000125	PLC398	2.1889	-0.5252	-0.7244	0.48166324148194195	0.9388596154741581
ENSG00000000297	SKP13	1.6241	-0.4438	-0.7155	0.4869569776429489	0.9388596154741581
ENSG00000000163	KRT268	2.0105	0.4882	0.7128	0.48857415019372696	0.9388596154741581
ENSG00000003402	TLN613	6.9058	-0.1203	-0.7136	0.48809117768395305	0.9388596154741581
ENSG00000000186	BRD796	9.2246	0.1387	0.7166	0.486320496841946	0.9388596154741581
ENSG00000000878	KRT339	6.8115	0.1837	0.7123	0.4888541434911906	0.9388596154741581
ENSG00000001315	TET262	1.3721	0.3484	0.7226	0.4827196787531417	0.9388596154741581
ENSG00000000977	ARID143	4.5385	0.2073	0.7146	0.48746335715104827	0.9388596154741581
ENSG00000004032	VPS634	5.5933	0.2725	0.7155	0.48695293116680904	0.9388596154741581
ENSG00000003932	DNMT246	2.3903	-0.4058	-0.7192	0.4847232750761191	0.9388596154741581
ENSG00000003127	MRPS289	1.9541	0.4321	0.7208	0.4837806179089963	0.9388596154741581
ENSG00000002220	CUL43	3.6613	0.5019	0.7188	0.4849632577775411	0.9388596154741581
ENSG00000002341	SEC331	3.7705	-0.3148	-0.7221	0.4829959858187419	0.9388596154741581
ENSG00000000667	KDM22	9.3944	-0.1282	-0.7235	0.48217752305354955	0.9388596154741581
ENSG00000001380	UGT546	4.5845	-0.4361	-0.7153	0.487065275996751	0.9388596154741581
ENSG00000000294	ADRB887	3.9881	-0.2901	-0.7026	0.49468806160821854	0.9389283065737077
ENSG00000001810	EZH458	3.1219	0.3186	0.7082	0.49133532577750927	0.9389283065737077
ENSG00000002891	MAPK507	8.6341	-0.1229	-0.7102	0.49012358814852086	0.9389283065737077
ENSG00000001608	ATAD377	5.6463	-0.3733	-0.7024	0.4948182881393215	0.9389283065737077
ENSG00000002683	DNMT58	5.7532	-0.2973	-0.7023	0.49490324818232223	0.9389283065737077
ENSG00000000930	VPS579	4.423	-0.2163	-0.7032	0.4943079022399558	0.9389283065737077
ENSG00000003778	KIF215	5.6546	-0.2811	-0.7039	0.4939337026715612	0.9389283065737077
ENSG00000002598	PRKC649	4.3597	0.6183	0.7025	0.4947496170584761	0.9389283065737077
ENSG00000001374	HIST1H246	2.3438	0.4106	0.7091	0.49080752271704964	0.9389283065737077
ENSG00000000471	CUL844	7.5828	0.1341	0.7061	0.4925746006403665	0.9389283065737077
ENSG00000001381	PPP2R217	7.9111	0.1476	0.704	0.4938440135618949	0.9389283065737077
ENSG00000004104	RAB206	6.0217	0.2928	0.7069	0.4921131584908959	0.9389283065737077
ENSG00000001443	KDM580	8.7707	0.2191	0.7094	0.4906289742134401	0.9389283065737077
ENSG00000001603	ATP5F1A	2.2045	0.4342	0.7067	0.49224691525033104	0.9389283065737077
ENSG00000001068	UGT872	7.1605	-0.1975	-0.7084	0.4911849071494677	0.9389283065737077
ENSG00000004124	HTR188	6.1128	0.2646	0.7047	0.4934004026678911	0.9389283065737077
ENSG00000004138	SCN159	4.079	-0.4564	-0.7079	0.49147905380832935	0.9389283065737077
ENSG00000001289	CPT1A	1.5201	0.4291	0.702	0.49503619863546977	0.9389283065737077
ENSG00000003920	H2AF353	6.4787	0.4002	0.7045	0.4935651851698818	0.9389283065737077
ENSG00000001868	GNA201	5.8247	0.2209	0.7034	0.4942212209999658	0.9389283065737077
ENSG00000001514	CDC643	7.0316	-0.2194	-0.7096	0.49050676665269377	0.9389283065737077
ENSG00000002158	TMEM246	9.7457	-0.1763	-0.7045	0.4935349685108362	0.9389283065737077
ENSG00000000361	KDM605	5.7091	0.2209	0.7032	0.4943053763114008	0.9389283065737077
ENSG00000002200	UBE2135	1.9683	0.4461	0.711	0.4896358778740958	0.9389283065737077
ENSG00000001968	ARF898	4.0391	0.3213	0.7016	0.49529598312354806	0.9389634516886746
ENSG00000001519	TOMM467	10.4558	0.1287	0.6996	0.49647806593503563	0.9391922074119773
ENSG00000003463	ACTN157	5.3235	-0.3609	-0.7007	0.4958514335503471	0.9391922074119773
ENSG00000003159	DYNC297	12.3856	-0.1408	-0.7005	0.49594628225359805	0.9391922074119773
ENSG00000000200	KDM332	7.5126	-0.1343	-0.7	0.496242221467166	0.9391922074119773
ENSG00000001490	CCNB390	5.7811	-0.2151	-0.6994	0.4966232175883477	0.9391922074119773
ENSG00000002590	PXN680	8.6789	0.1477	0.6989	0.4969560574173393	0.9393652139234019
ENSG00000002328	PDK1	5.7813	-0.2412	-0.698	0.4974751419046699	0.9394338924274505
ENSG00000002996	DDX615	6.6422	-0.1695	-0.6982	0.49733477480834	0.9394338924274505
ENSG00000001505	KCN365	4.4793	-0.2411	-0.6972	0.49797915910549573	0.9399296252369492
ENSG00000001472	DNMT837	8.3654	-0.1033	-0.6943	0.49973659496758616	0.9400554990883737
ENSG00000001411	CACN761	4.5396	0.1699	0.6948	0.4994297231409447	0.9400554990883737
ENSG00000002526	PRKC498	6.6095	0.1534	0.6945	0.49961935492239107	0.9400554990883737
ENSG00000001067	EZH521	5.8775	0.3496	0.6944	0.49965599867477295	0.9400554990883737
ENSG00000002587	UGT849	4.4185	0.3193	0.6956	0.49892579377860913	0.9400554990883737
ENSG00000001708	EIF458	1.1965	-0.4439	-0.6963	0.49848102699980124	0.9400554990883737
ENSG00000003873	SIRT713	1.8884	0.3667	0.6954	0.4990348422439769	0.9400554990883737
ENSG00000002541	UBE2355	6.209	0.2633	0.6937	0.5000514802929279	0.9401934112560751
ENSG00000003709	DYNC850	7.4886	0.1917	0.6932	0.500391022720512	0.9403775279711407
ENSG00000000385	EZH89	3.3488	0.4226	0.6926	0.5007756188403422	0.9406460948487507
ENSG00000000033	PPP1R676	7.9143	-0.2063	-0.6859	0.5048237084581577	0.9407123232918994
ENSG00000000898	TLN287	8.8354	-0.2069	-0.6866	0.5043870384349589	0.9407123232918994
ENSG00000001663	SIRT730	2.9354	0.2987	0.6911	0.5016449285204325	0.9407123232918994
ENSG00000002873	SNX664	1.234	0.2724	0.6888	0.5030704275610394	0.9407123232918994
ENSG00000002162	VCL75	7.4453	0.2507	0.683	0.5066117753391113	0.9407123232918994
ENSG00000002788	UBE260	7.917	0.1768	0.6872	0.5040054265462915	0.9407123232918994
ENSG00000001160	HDAC268	3.909	0.5486	0.6873	0.5039750631425906	0.9407123232918994
ENSG00000003607	TUBB278	5.7273	-0.2794	-0.6889	0.5029962374283543	0.9407123232918994
ENSG00000002306	COL516	10.586	0.203	0.6832	0.5064899413763038	0.9407123232918994
ENSG00000003271	PPP2R328	8.2869	-0.1895	-0.6853	0.5051657464794777	0.9407123232918994
ENSG00000002444	PPP1R514	4.0158	-0.4642	-0.6897	0.5024947975302991	0.9407123232918994
ENSG00000002925	UGT191	12.7593	-0.1458	-0.6847	0.5055523179002858	0.9407123232918994
ENSG00000000240	SNX860	2.3699	-0.4282	-0.6861	0.5046877423121761	0.9407123232918994
ENSG00000003677	SEC429	2.345	0.4975	0.6838	0.5061299795319099	0.9407123232918994
ENSG00000002327	H2AF586	3.5696	-0.3457	-0.6844	0.5057700045399198	0.9407123232918994
ENSG00000001515	GABR119	3.8831	0.3435	0.6882	0.5034065740662491	0.9407123232918994
ENSG00000001525	CDC231	5.6216	0.3243	0.6855	0.5050597939982856	0.9407123232918994
ENSG00000003193	SKP551	2.5121	-0.314	-0.6857	0.5049690415386219	0.9407123232918994
ENSG00000002336	PRKC872	7.6418	-0.197	-0.6894	0.5026974233261039	0.9407123232918994
ENSG00000002577	PECAM1	3.4146	-0.5273	-0.689	0.5029213484863584	0.9407123232918994
ENSG00000000330	PRKC588	3.3855	0.5052	0.691	0.5017395467584659	0.9407123232918994
ENSG00000001015	TUBB251	6.244	-0.3076	-0.6903	0.5021293844639156	0.9407123232918994
ENSG00000001617	USP523	2.9839	0.456	0.6839	0.5060242953738461	0.9407123232918994
ENSG00000003780	DNMT82	8.4032	0.1989	0.6838	0.5061148421835077	0.9407123232918994
ENSG00000000184	ARF141	12.4416	-0.0807	-0.6717	0.5135529432154021	0.9413746967456567
ENSG00000001483	TET300	3.4676	0.3404	0.6812	0.5076958606858356	0.9413746967456567
ENSG00000000651	RAB749	7.0072	0.2359	0.6725	0.5130421332239586	0.9413746967456567
ENSG00000000400	GRIN705	6.7881	0.281	0.6769	0.5103378886285143	0.9413746967456567
ENSG00000004158	PPP2R781	5.368	0.2374	0.6767	0.5104689755360236	0.9413746967456567
ENSG00000004182	ANK768	5.6347	-0.2435	-0.6768	0.5103950005213744	0.9413746967456567
ENSG00000002880	USP819	4.5762	-0.2935	-0.6745	0.511805215434078	0.9413746967456567
ENSG00000001891	BRD583	6.6857	-0.1849	-0.6732	0.5126302506543376	0.9413746967456567
ENSG00000002538	CUL77	6.7056	-0.1126	-0.6773	0.5101026556487545	0.9413746967456567
ENSG00000001114	KCN612	7.3351	-0.2368	-0.6728	0.512843220143935	0.9413746967456567
ENSG00000001719	MRPL757	7.9497	-0.1506	-0.6799	0.5084789878650446	0.9413746967456567
ENSG00000003809	GABR653	10.282	0.1469	0.6768	0.5104207510325416	0.9413746967456567
ENSG00000000488	RPL255	2.1209	0.484	0.6764	0.5106492973115555	0.9413746967456567
ENSG00000000778	UGT247	6.7688	-0.2195	-0.68	0.5084416771446498	0.9413746967456567
ENSG00000001780	ATAD630	4.15	-0.4167	-0.6742	0.5119811027429538	0.9413746967456567
ENSG00000002417	PPP1R79	6.767	0.2092	0.6738	0.5122134290828999	0.9413746967456567
ENSG00000000283	ATAD163	0.8939	0.2633	0.6789	0.5090844107827965	0.9413746967456567
ENSG00000001798	DHX895	1.9679	-0.4643	-0.6778	0.5097910250302305	0.9413746967456567
ENSG00000001834	UBE241	2.6426	-0.4962	-0.6819	0.5072487864668915	0.9413746967456567
ENSG00000002051	RAB11FIP387	2.2582	-0.493	-0.6742	0.511972503990753	0.9413746967456567
ENSG00000002092	KRT632	2.5138	0.5056	0.6787	0.5092158648669498	0.9413746967456567
ENSG00000001561	UGT412	7.2515	0.1126	0.6743	0.5119268802993618	0.9413746967456567
ENSG00000002557	DHX852	2.4369	-0.3124	-0.6714	0.5137409701664375	0.9413746967456567
ENSG00000000013	HDAC271	8.6697	-0.2088	-0.672	0.5133508011508985	0.9413746967456567
ENSG00000002932	TOMM232	5.3894	-0.3434	-0.6784	0.5094136826869775	0.9413746967456567
ENSG00000001092	PRKC277	1.7326	0.5058	0.679	0.5090725255961945	0.9413746967456567
ENSG00000003425	CACN319	7.5005	0.1988	0.6751	0.5114249051640942	0.9413746967456567
ENSG00000003821	HIST1H654	5.8968	-0.178	-0.6734	0.5124683567688464	0.9413746967456567
ENSG00000001655	KCN626	2.7716	0.2885	0.6705	0.5142561351777037	0.9418752367584108
ENSG00000002673	SEC807	6.6607	0.265	0.6699	0.5146178956238385	0.9420944730799528
ENSG00000003213	PPP1R310	4.6056	-0.2415	-0.6693	0.5149899966161366	0.942332424461685
ENSG00000001659	KDM239	4.877	0.3207	0.6684	0.5155709549963283	0.9426822253388113
ENSG00000003726	HIST1H894	7.3133	-0.1349	-0.6682	0.5156655852380085	0.9426822253388113
